Reason for absence,Month of absence,Day of the week,Seasons,Transportation expense,Distance from Residence to Work,Service time,Age,Work load Average/day ,Hit target,Disciplinary failure,Son,Social drinker,Social smoker,Pet,Body mass index,Absenteeism time in hours
2.0,4.0,4.0,3.0,234.0,29.0,9.0,36.0,311.3696003568927,87.0,0.0,1.0,1.0,0.0,0.0,23.0,6.0
18.0,10.0,6.0,4.0,323.0,13.0,13.0,44.0,200.1671274297572,95.0,0.0,1.0,1.0,1.0,0.0,25.0,3.0
6.0,10.0,5.0,2.0,180.0,7.0,11.0,33.0,319.56291966984026,99.0,0.0,1.0,1.0,0.0,0.0,19.0,8.0
19.0,7.0,2.0,3.0,134.0,30.0,9.0,38.0,343.1387935468688,84.0,0.0,3.0,0.0,0.0,5.0,31.0,1.0
20.0,5.0,5.0,2.0,148.0,21.0,14.0,35.0,280.4194281316679,81.0,0.0,3.0,1.0,0.0,2.0,33.0,15.0
14.0,11.0,5.0,4.0,219.0,7.0,16.0,38.0,346.35623633144786,87.0,0.0,3.0,1.0,0.0,0.0,25.0,4.0
18.0,6.0,6.0,3.0,215.0,33.0,12.0,33.0,261.958522277644,98.0,0.0,2.0,0.0,0.0,0.0,26.0,2.0
11.0,5.0,5.0,3.0,296.0,35.0,19.0,43.0,223.9764256063223,94.0,0.0,2.0,0.0,0.0,0.0,23.0,0.0
7.0,4.0,6.0,2.0,153.0,23.0,14.0,28.0,265.6521791121921,83.0,0.0,0.0,0.0,0.0,0.0,32.0,7.0
22.0,7.0,6.0,3.0,195.0,44.0,13.0,29.0,255.7251760141324,91.0,0.0,2.0,0.0,0.0,1.0,27.0,0.0
22.0,7.0,3.0,4.0,202.0,41.0,11.0,43.0,253.9460072037511,97.0,0.0,1.0,1.0,1.0,0.0,23.0,11.0
7.0,2.0,4.0,1.0,152.0,10.0,10.0,36.0,252.0071293269389,96.0,0.0,2.0,0.0,1.0,4.0,27.0,7.0
12.0,7.0,3.0,2.0,263.0,5.0,9.0,38.0,241.23618975799303,96.0,0.0,2.0,1.0,0.0,0.0,23.0,13.0
0.0,9.0,2.0,3.0,219.0,14.0,14.0,33.0,325.5157539927776,97.0,0.0,3.0,0.0,0.0,0.0,31.0,0.0
23.0,12.0,2.0,4.0,222.0,49.0,8.0,31.0,247.7302805169384,90.0,0.0,4.0,1.0,0.0,0.0,19.0,8.0
9.0,11.0,4.0,4.0,189.0,46.0,19.0,34.0,264.20313388675066,99.0,0.0,2.0,1.0,0.0,0.0,32.0,3.0
27.0,12.0,6.0,1.0,153.0,43.0,13.0,34.0,366.8189934334373,91.0,0.0,4.0,1.0,0.0,0.0,22.0,0.0
20.0,9.0,2.0,3.0,261.0,19.0,16.0,34.0,317.7989151578173,96.0,0.0,3.0,0.0,0.0,0.0,28.0,4.0
23.0,2.0,4.0,1.0,220.0,25.0,5.0,33.0,171.67183209049543,93.0,1.0,4.0,1.0,0.0,1.0,29.0,4.0
8.0,10.0,4.0,3.0,199.0,46.0,9.0,32.0,269.56331326887886,99.0,0.0,0.0,1.0,0.0,1.0,32.0,0.0
28.0,7.0,2.0,4.0,126.0,32.0,12.0,32.0,197.01370263173612,86.0,0.0,0.0,1.0,0.0,0.0,26.0,2.0
1.0,7.0,4.0,3.0,235.0,24.0,12.0,44.0,287.3787239284792,83.0,1.0,4.0,1.0,0.0,0.0,27.0,2.0
18.0,11.0,3.0,4.0,219.0,53.0,8.0,41.0,310.64896047722414,90.0,0.0,2.0,0.0,0.0,1.0,33.0,21.0
21.0,6.0,3.0,3.0,80.0,37.0,6.0,37.0,266.90801639966907,81.0,0.0,2.0,0.0,1.0,0.0,26.0,4.0
24.0,7.0,2.0,2.0,351.0,52.0,13.0,49.0,341.18002033247444,92.0,0.0,1.0,0.0,0.0,0.0,27.0,4.0
9.0,5.0,2.0,1.0,285.0,39.0,1.0,44.0,300.25147525999984,90.0,1.0,2.0,1.0,1.0,0.0,25.0,6.0
7.0,11.0,2.0,2.0,195.0,8.0,16.0,37.0,243.66003045497663,87.0,1.0,1.0,0.0,1.0,0.0,24.0,9.0
13.0,6.0,2.0,2.0,198.0,32.0,7.0,45.0,300.00247778164174,97.0,1.0,0.0,1.0,0.0,0.0,26.0,10.0
12.0,6.0,2.0,4.0,262.0,50.0,11.0,40.0,296.6867390691015,84.0,1.0,4.0,1.0,0.0,0.0,34.0,8.0
20.0,5.0,2.0,1.0,245.0,40.0,12.0,39.0,217.9475802660092,88.0,0.0,1.0,1.0,0.0,0.0,26.0,2.0
12.0,12.0,6.0,2.0,134.0,25.0,12.0,25.0,280.0383485777488,84.0,0.0,3.0,0.0,0.0,0.0,28.0,4.0
27.0,11.0,5.0,1.0,220.0,18.0,10.0,46.0,270.81537238554773,98.0,0.0,2.0,0.0,0.0,0.0,25.0,17.0
19.0,11.0,6.0,3.0,132.0,16.0,12.0,39.0,270.25473464665515,99.0,0.0,2.0,0.0,0.0,0.0,23.0,1.0
28.0,10.0,2.0,4.0,260.0,10.0,19.0,24.0,257.07026271422126,88.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0
12.0,3.0,5.0,4.0,259.0,31.0,10.0,42.0,259.8702325250364,99.0,0.0,0.0,0.0,0.0,4.0,24.0,12.0
22.0,4.0,3.0,3.0,93.0,40.0,13.0,34.0,226.52285594851716,84.0,0.0,0.0,1.0,0.0,5.0,31.0,24.0
22.0,8.0,5.0,1.0,197.0,16.0,8.0,35.0,289.41819601388323,95.0,0.0,0.0,1.0,0.0,4.0,20.0,10.0
2.0,4.0,2.0,1.0,165.0,21.0,17.0,30.0,243.81982990589836,84.0,0.0,2.0,0.0,0.0,1.0,19.0,1.0
14.0,6.0,6.0,4.0,228.0,9.0,7.0,32.0,278.2342047884203,88.0,0.0,1.0,1.0,0.0,1.0,28.0,3.0
17.0,7.0,3.0,1.0,112.0,43.0,13.0,40.0,338.9019797450551,81.0,0.0,3.0,0.0,0.0,0.0,22.0,4.0
21.0,9.0,3.0,1.0,208.0,13.0,15.0,35.0,275.6539713993298,92.0,0.0,2.0,1.0,0.0,2.0,29.0,10.0
6.0,5.0,4.0,2.0,256.0,46.0,8.0,39.0,272.48929530449203,83.0,0.0,2.0,0.0,0.0,0.0,30.0,8.0
19.0,5.0,5.0,3.0,146.0,20.0,13.0,23.0,282.348246530859,99.0,0.0,2.0,0.0,0.0,0.0,23.0,8.0
4.0,4.0,2.0,1.0,162.0,12.0,6.0,30.0,209.402461194465,92.0,0.0,2.0,0.0,0.0,0.0,29.0,6.0
24.0,12.0,5.0,4.0,94.0,35.0,9.0,31.0,235.78162488516855,86.0,0.0,3.0,0.0,0.0,0.0,24.0,0.0
22.0,10.0,3.0,2.0,293.0,22.0,11.0,33.0,241.19014471390068,94.0,0.0,0.0,1.0,0.0,0.0,25.0,7.0
9.0,7.0,2.0,1.0,114.0,50.0,0.0,25.0,316.7705029229155,85.0,0.0,4.0,1.0,0.0,0.0,24.0,2.0
0.0,4.0,3.0,3.0,238.0,51.0,10.0,44.0,269.07808377012844,85.0,0.0,3.0,1.0,0.0,1.0,30.0,8.0
10.0,5.0,5.0,1.0,213.0,46.0,14.0,42.0,338.0146089776688,100.0,0.0,2.0,0.0,0.0,0.0,21.0,10.0
2.0,2.0,2.0,4.0,200.0,26.0,14.0,29.0,175.40794668814314,92.0,0.0,0.0,1.0,0.0,2.0,29.0,16.0
26.0,4.0,2.0,2.0,253.0,28.0,17.0,36.0,263.2026307886923,100.0,0.0,4.0,0.0,0.0,1.0,25.0,4.0
20.0,8.0,4.0,1.0,173.0,24.0,4.0,39.0,289.51595411189726,89.0,0.0,4.0,1.0,0.0,0.0,32.0,4.0
2.0,2.0,2.0,3.0,201.0,54.0,11.0,39.0,266.4247869925554,81.0,0.0,0.0,1.0,0.0,1.0,31.0,8.0
14.0,7.0,5.0,2.0,231.0,24.0,21.0,39.0,329.1186578485524,100.0,0.0,2.0,0.0,0.0,0.0,27.0,6.0
16.0,10.0,6.0,2.0,167.0,54.0,14.0,44.0,231.93966634292437,91.0,0.0,0.0,1.0,0.0,0.0,32.0,4.0
17.0,6.0,6.0,4.0,207.0,21.0,11.0,18.0,290.6178991944158,89.0,0.0,1.0,1.0,1.0,0.0,28.0,22.0
7.0,3.0,2.0,4.0,144.0,6.0,13.0,38.0,320.58549262498786,98.0,0.0,1.0,1.0,0.0,0.0,23.0,21.0
9.0,9.0,4.0,1.0,263.0,42.0,7.0,40.0,264.2449291827459,92.0,0.0,2.0,1.0,1.0,1.0,28.0,15.0
2.0,6.0,3.0,1.0,207.0,20.0,8.0,35.0,271.9970966707883,93.0,0.0,4.0,1.0,0.0,0.0,20.0,13.0
19.0,9.0,3.0,2.0,140.0,43.0,12.0,46.0,345.1221845301905,91.0,0.0,0.0,1.0,0.0,4.0,24.0,5.0
13.0,9.0,5.0,3.0,118.0,31.0,13.0,34.0,326.6514753928317,84.0,0.0,3.0,0.0,0.0,0.0,31.0,1.0
12.0,1.0,4.0,4.0,220.0,8.0,18.0,42.0,294.4937916597087,82.0,0.0,0.0,0.0,0.0,0.0,36.0,15.0
2.0,7.0,5.0,2.0,230.0,22.0,8.0,29.0,270.81537238554773,83.0,0.0,2.0,0.0,0.0,0.0,23.0,3.0
12.0,7.0,2.0,2.0,166.0,14.0,6.0,38.0,211.68801950943464,85.0,0.0,1.0,1.0,0.0,0.0,29.0,1.0
19.0,8.0,4.0,3.0,237.0,6.0,5.0,44.0,278.0714141963312,85.0,0.0,2.0,0.0,0.0,1.0,16.0,4.0
22.0,1.0,6.0,3.0,337.0,40.0,16.0,19.0,321.3244023212269,90.0,1.0,0.0,1.0,0.0,0.0,26.0,16.0
8.0,3.0,2.0,4.0,144.0,44.0,13.0,40.0,277.3268685814764,94.0,0.0,4.0,1.0,0.0,4.0,33.0,2.0
24.0,2.0,2.0,1.0,211.0,30.0,16.0,41.0,349.7936435855628,86.0,0.0,0.0,1.0,0.0,2.0,23.0,7.0
15.0,6.0,2.0,2.0,180.0,47.0,9.0,36.0,290.39284784988524,93.0,0.0,4.0,1.0,1.0,1.0,27.0,13.0
22.0,4.0,2.0,2.0,151.0,16.0,15.0,38.0,280.243870543692,89.0,0.0,3.0,0.0,0.0,1.0,34.0,1.0
22.0,6.0,4.0,1.0,233.0,7.0,7.0,38.0,208.9536806240845,88.0,0.0,3.0,1.0,0.0,2.0,23.0,7.0
7.0,1.0,4.0,3.0,97.0,42.0,9.0,41.0,272.8334734188284,94.0,0.0,2.0,0.0,0.0,0.0,27.0,0.0
27.0,11.0,2.0,4.0,123.0,22.0,16.0,36.0,331.1976197294082,98.0,0.0,4.0,0.0,0.0,0.0,28.0,9.0
11.0,4.0,2.0,4.0,208.0,17.0,10.0,27.0,260.5474267125492,90.0,0.0,4.0,1.0,0.0,0.0,27.0,16.0
16.0,11.0,2.0,1.0,243.0,16.0,11.0,42.0,270.81537238554773,81.0,0.0,4.0,1.0,0.0,0.0,21.0,9.0
28.0,6.0,3.0,1.0,271.0,51.0,13.0,49.0,271.8956699431754,90.0,0.0,1.0,1.0,0.0,1.0,29.0,4.0
14.0,1.0,3.0,2.0,295.0,15.0,9.0,38.0,297.3154981068951,97.0,0.0,1.0,1.0,0.0,0.0,29.0,4.0
21.0,8.0,5.0,4.0,165.0,15.0,14.0,38.0,233.3389463726492,96.0,0.0,2.0,0.0,0.0,1.0,21.0,4.0
17.0,6.0,2.0,2.0,337.0,47.0,14.0,32.0,203.52666304173857,93.0,0.0,3.0,1.0,0.0,0.0,26.0,1.0
6.0,11.0,6.0,1.0,225.0,49.0,18.0,46.0,229.54257973445567,92.0,0.0,3.0,0.0,0.0,1.0,30.0,0.0
18.0,5.0,2.0,4.0,224.0,25.0,18.0,27.0,257.9602511071583,88.0,0.0,0.0,1.0,0.0,2.0,21.0,9.0
15.0,4.0,2.0,1.0,173.0,29.0,10.0,35.0,257.18911175594985,98.0,0.0,0.0,1.0,0.0,1.0,30.0,2.0
10.0,11.0,2.0,1.0,222.0,51.0,11.0,30.0,228.9976953561462,83.0,0.0,2.0,0.0,0.0,0.0,25.0,13.0
25.0,8.0,6.0,4.0,253.0,21.0,10.0,30.0,293.2509759362045,92.0,0.0,3.0,0.0,0.0,0.0,33.0,14.0
4.0,12.0,6.0,2.0,217.0,5.0,12.0,29.0,219.89956434024643,92.0,0.0,1.0,1.0,0.0,0.0,22.0,2.0
0.0,1.0,5.0,3.0,199.0,11.0,15.0,37.0,270.2220680502576,80.0,0.0,3.0,0.0,0.0,1.0,28.0,27.0
15.0,3.0,5.0,2.0,197.0,18.0,20.0,25.0,229.0493111549726,93.0,0.0,4.0,1.0,0.0,4.0,23.0,7.0
4.0,12.0,3.0,4.0,284.0,29.0,5.0,35.0,226.4761244236504,99.0,0.0,0.0,1.0,0.0,0.0,25.0,7.0
24.0,8.0,5.0,4.0,264.0,54.0,19.0,41.0,280.3453193019905,83.0,0.0,1.0,1.0,0.0,0.0,26.0,48.0
6.0,2.0,5.0,3.0,241.0,13.0,11.0,41.0,269.9402263527157,82.0,0.0,2.0,0.0,1.0,0.0,31.0,14.0
8.0,12.0,5.0,2.0,229.0,34.0,5.0,31.0,327.8381489549431,84.0,0.0,3.0,1.0,1.0,0.0,24.0,2.0
3.0,4.0,4.0,4.0,189.0,38.0,9.0,40.0,232.48433111678355,89.0,0.0,0.0,1.0,0.0,0.0,30.0,3.0
18.0,1.0,3.0,3.0,271.0,30.0,12.0,47.0,221.4096841932672,83.0,0.0,3.0,0.0,0.0,0.0,22.0,15.0
26.0,7.0,6.0,4.0,263.0,21.0,10.0,32.0,243.50395020402084,86.0,0.0,1.0,1.0,0.0,0.0,21.0,2.0
19.0,10.0,2.0,1.0,286.0,26.0,7.0,34.0,332.5137051284511,100.0,0.0,1.0,0.0,1.0,2.0,32.0,1.0
17.0,6.0,6.0,1.0,271.0,20.0,12.0,37.0,298.4508470644864,80.0,0.0,4.0,0.0,0.0,0.0,30.0,11.0
4.0,1.0,5.0,4.0,268.0,48.0,13.0,34.0,258.1929509824922,95.0,0.0,2.0,0.0,0.0,5.0,22.0,0.0
28.0,7.0,4.0,3.0,155.0,45.0,17.0,35.0,283.1856340685998,91.0,0.0,3.0,1.0,1.0,0.0,22.0,6.0
24.0,9.0,3.0,3.0,300.0,44.0,12.0,38.0,257.4618648354185,95.0,0.0,0.0,1.0,0.0,0.0,27.0,4.0
28.0,7.0,6.0,1.0,160.0,50.0,15.0,39.0,270.2263757273886,95.0,0.0,1.0,1.0,0.0,0.0,17.0,2.0
28.0,2.0,4.0,4.0,136.0,22.0,7.0,40.0,294.1855888997364,96.0,0.0,1.0,0.0,0.0,0.0,23.0,9.0
2.0,9.0,3.0,2.0,324.0,16.0,15.0,38.0,282.9920501950587,89.0,0.0,4.0,0.0,0.0,0.0,20.0,3.0
27.0,11.0,3.0,4.0,277.0,21.0,6.0,29.0,260.3730988678156,92.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0
5.0,6.0,6.0,3.0,280.0,51.0,4.0,29.0,234.7079081426782,90.0,0.0,4.0,1.0,0.0,0.0,26.0,4.0
25.0,10.0,6.0,2.0,271.0,23.0,21.0,44.0,247.2738429021552,80.0,0.0,3.0,1.0,0.0,0.0,24.0,0.0
11.0,12.0,3.0,3.0,210.0,46.0,8.0,46.0,285.0676720631783,90.0,0.0,2.0,0.0,0.0,0.0,36.0,20.0
20.0,1.0,2.0,3.0,188.0,40.0,15.0,40.0,236.18250638384572,88.0,0.0,1.0,0.0,0.0,2.0,24.0,6.0
17.0,8.0,6.0,2.0,139.0,41.0,8.0,39.0,279.0312293611285,86.0,0.0,2.0,1.0,0.0,5.0,34.0,20.0
17.0,12.0,6.0,1.0,219.0,43.0,15.0,36.0,311.475393232236,80.0,1.0,2.0,0.0,0.0,2.0,32.0,5.0
3.0,12.0,2.0,2.0,199.0,23.0,8.0,40.0,173.72950040816508,90.0,0.0,3.0,0.0,0.0,1.0,26.0,9.0
27.0,7.0,6.0,4.0,298.0,48.0,12.0,36.0,216.39160292818943,89.0,0.0,4.0,1.0,0.0,1.0,20.0,10.0
22.0,8.0,4.0,1.0,236.0,31.0,12.0,38.0,265.80815096898067,91.0,1.0,4.0,1.0,0.0,0.0,24.0,3.0
13.0,6.0,2.0,4.0,119.0,41.0,3.0,24.0,281.76278488404506,96.0,0.0,4.0,0.0,0.0,0.0,22.0,8.0
27.0,3.0,4.0,4.0,211.0,5.0,11.0,23.0,275.4827406458071,100.0,0.0,0.0,0.0,0.0,1.0,21.0,6.0
0.0,11.0,2.0,2.0,62.0,52.0,8.0,42.0,299.96979091809817,81.0,0.0,3.0,1.0,0.0,0.0,28.0,12.0
10.0,4.0,2.0,4.0,211.0,24.0,11.0,39.0,303.51406352020894,82.0,0.0,3.0,1.0,0.0,5.0,25.0,18.0
21.0,6.0,6.0,2.0,220.0,49.0,16.0,39.0,262.0871798043464,93.0,0.0,1.0,1.0,0.0,1.0,28.0,3.0
26.0,12.0,3.0,1.0,215.0,30.0,24.0,30.0,270.81537238554773,93.0,0.0,4.0,0.0,0.0,0.0,30.0,3.0
28.0,4.0,5.0,4.0,165.0,43.0,16.0,36.0,281.0162729981185,91.0,0.0,3.0,1.0,0.0,1.0,29.0,8.0
8.0,11.0,3.0,1.0,284.0,7.0,7.0,38.0,242.3762172586789,98.0,0.0,4.0,1.0,0.0,1.0,26.0,2.0
17.0,9.0,6.0,3.0,210.0,16.0,12.0,37.0,264.9512727264024,99.0,0.0,4.0,0.0,0.0,1.0,26.0,2.0
27.0,7.0,6.0,3.0,219.0,37.0,7.0,35.0,309.72681537120206,88.0,0.0,0.0,1.0,0.0,0.0,28.0,0.0
4.0,4.0,5.0,4.0,146.0,28.0,12.0,31.0,241.6144732745979,90.0,0.0,1.0,1.0,0.0,0.0,24.0,1.0
9.0,4.0,6.0,4.0,348.0,24.0,12.0,41.0,332.56444703491366,84.0,0.0,1.0,0.0,0.0,1.0,23.0,5.0
14.0,4.0,2.0,4.0,203.0,26.0,13.0,40.0,276.56595600196493,93.0,1.0,1.0,1.0,0.0,1.0,28.0,19.0
26.0,3.0,4.0,1.0,79.0,19.0,12.0,35.0,312.42155115824016,87.0,0.0,3.0,0.0,0.0,2.0,27.0,2.0
15.0,11.0,2.0,3.0,143.0,27.0,9.0,47.0,248.47837427914905,96.0,0.0,4.0,1.0,0.0,0.0,19.0,8.0
3.0,10.0,3.0,4.0,302.0,27.0,11.0,38.0,234.483254073632,95.0,0.0,0.0,1.0,0.0,2.0,26.0,1.0
3.0,11.0,4.0,4.0,132.0,54.0,18.0,31.0,251.489170596314,83.0,0.0,3.0,0.0,0.0,0.0,27.0,6.0
7.0,6.0,2.0,1.0,137.0,36.0,9.0,43.0,319.1630451856643,89.0,0.0,2.0,1.0,0.0,0.0,17.0,7.0
5.0,1.0,3.0,2.0,292.0,14.0,11.0,35.0,322.0546695156786,84.0,0.0,3.0,1.0,0.0,4.0,27.0,3.0
22.0,9.0,4.0,3.0,150.0,46.0,20.0,26.0,270.81537238554773,84.0,0.0,2.0,1.0,0.0,0.0,28.0,4.0
12.0,2.0,4.0,4.0,245.0,35.0,18.0,37.0,206.40824619781213,95.0,0.0,1.0,1.0,0.0,2.0,24.0,4.0
18.0,9.0,5.0,3.0,273.0,48.0,13.0,35.0,360.24882979943106,80.0,0.0,2.0,0.0,0.0,0.0,26.0,3.0
2.0,6.0,2.0,2.0,169.0,24.0,12.0,37.0,300.58341843543366,88.0,0.0,4.0,0.0,0.0,0.0,22.0,2.0
14.0,2.0,5.0,3.0,230.0,13.0,10.0,37.0,261.036640588768,100.0,0.0,4.0,0.0,0.0,0.0,27.0,0.0
12.0,12.0,6.0,4.0,140.0,30.0,6.0,37.0,306.69296932350267,92.0,0.0,0.0,1.0,0.0,0.0,32.0,1.0
24.0,3.0,3.0,2.0,177.0,29.0,7.0,37.0,275.9049911907557,84.0,0.0,4.0,0.0,0.0,0.0,34.0,3.0
9.0,11.0,2.0,2.0,156.0,31.0,14.0,42.0,331.47151864089574,85.0,0.0,2.0,1.0,1.0,0.0,22.0,4.0
4.0,9.0,5.0,4.0,187.0,43.0,20.0,41.0,305.0987672143665,89.0,0.0,4.0,1.0,0.0,1.0,21.0,24.0
10.0,7.0,5.0,1.0,251.0,36.0,9.0,37.0,301.06462881986334,80.0,0.0,4.0,1.0,0.0,1.0,29.0,5.0
22.0,3.0,5.0,2.0,303.0,51.0,17.0,38.0,230.66828616331992,84.0,0.0,1.0,0.0,0.0,4.0,30.0,5.0
27.0,7.0,6.0,2.0,249.0,14.0,15.0,32.0,219.22884078389268,84.0,0.0,3.0,0.0,1.0,2.0,20.0,8.0
28.0,8.0,2.0,2.0,219.0,41.0,10.0,43.0,275.8215165204869,88.0,0.0,0.0,1.0,1.0,1.0,24.0,3.0
24.0,6.0,5.0,1.0,141.0,40.0,10.0,34.0,180.11562175788796,100.0,1.0,2.0,1.0,1.0,0.0,26.0,17.0
19.0,3.0,5.0,3.0,182.0,45.0,14.0,40.0,295.7852303627208,96.0,0.0,4.0,0.0,0.0,0.0,26.0,4.0
14.0,7.0,4.0,3.0,263.0,23.0,14.0,28.0,329.80079721592887,94.0,0.0,4.0,1.0,0.0,4.0,20.0,3.0
25.0,9.0,5.0,3.0,219.0,28.0,12.0,43.0,257.84826985895734,83.0,0.0,0.0,0.0,0.0,4.0,30.0,16.0
2.0,1.0,2.0,2.0,176.0,18.0,12.0,42.0,247.9960481911173,100.0,0.0,1.0,1.0,0.0,0.0,31.0,0.0
8.0,7.0,6.0,2.0,214.0,42.0,8.0,29.0,285.58098071198896,85.0,0.0,1.0,0.0,0.0,0.0,21.0,5.0
7.0,9.0,6.0,1.0,136.0,29.0,17.0,37.0,285.75891503074774,99.0,0.0,0.0,1.0,1.0,0.0,28.0,8.0
14.0,5.0,3.0,4.0,221.0,29.0,15.0,30.0,287.3079004406059,91.0,0.0,2.0,0.0,0.0,0.0,18.0,2.0
22.0,6.0,3.0,2.0,225.0,48.0,6.0,38.0,285.11243024508195,87.0,0.0,4.0,0.0,0.0,1.0,25.0,1.0
1.0,1.0,3.0,4.0,196.0,26.0,7.0,44.0,233.39583972179557,81.0,0.0,3.0,1.0,1.0,1.0,24.0,23.0
8.0,10.0,5.0,4.0,232.0,8.0,10.0,32.0,270.81537238554773,90.0,0.0,2.0,1.0,0.0,2.0,31.0,6.0
20.0,1.0,5.0,3.0,267.0,28.0,13.0,27.0,211.02480108847251,97.0,0.0,4.0,0.0,0.0,0.0,32.0,6.0
8.0,5.0,5.0,1.0,373.0,9.0,12.0,33.0,320.1133243125067,95.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0
0.0,3.0,4.0,3.0,254.0,42.0,7.0,50.0,315.62682330286503,95.0,0.0,2.0,0.0,0.0,1.0,27.0,4.0
7.0,5.0,3.0,4.0,289.0,16.0,18.0,29.0,368.5604037628671,93.0,0.0,0.0,1.0,0.0,0.0,29.0,4.0
4.0,4.0,3.0,4.0,118.0,6.0,15.0,39.0,294.7104635162635,82.0,0.0,3.0,1.0,0.0,1.0,19.0,27.0
10.0,5.0,3.0,3.0,199.0,42.0,9.0,41.0,316.60280862876675,90.0,0.0,2.0,1.0,0.0,0.0,24.0,8.0
5.0,5.0,4.0,4.0,246.0,34.0,12.0,33.0,289.5167816891868,99.0,1.0,0.0,1.0,0.0,1.0,26.0,1.0
16.0,5.0,5.0,1.0,317.0,32.0,4.0,44.0,353.4839190693682,95.0,0.0,4.0,0.0,0.0,0.0,27.0,1.0
17.0,10.0,4.0,4.0,178.0,47.0,11.0,34.0,214.1358204236581,98.0,0.0,2.0,1.0,0.0,0.0,27.0,7.0
22.0,10.0,4.0,1.0,125.0,9.0,14.0,32.0,291.42685992430023,85.0,0.0,2.0,1.0,0.0,0.0,31.0,2.0
17.0,7.0,2.0,2.0,189.0,45.0,11.0,32.0,268.8251073566568,83.0,0.0,0.0,0.0,0.0,0.0,29.0,11.0
26.0,4.0,5.0,3.0,289.0,12.0,16.0,35.0,287.1812487947117,87.0,0.0,4.0,0.0,0.0,0.0,24.0,4.0
24.0,9.0,2.0,3.0,86.0,45.0,9.0,40.0,200.0580492464908,85.0,0.0,4.0,1.0,0.0,0.0,26.0,8.0
4.0,12.0,3.0,4.0,271.0,37.0,4.0,34.0,273.2166790746524,94.0,0.0,0.0,1.0,0.0,0.0,23.0,4.0
27.0,10.0,2.0,1.0,235.0,18.0,14.0,43.0,230.5864438965513,87.0,0.0,2.0,0.0,0.0,0.0,25.0,0.0
26.0,5.0,2.0,2.0,253.0,46.0,13.0,37.0,287.2563197965744,100.0,0.0,1.0,1.0,0.0,4.0,22.0,12.0
21.0,10.0,2.0,1.0,84.0,29.0,6.0,29.0,282.5222307192305,91.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0
6.0,7.0,6.0,4.0,261.0,49.0,4.0,39.0,270.72267971816,84.0,0.0,2.0,0.0,0.0,1.0,23.0,0.0
25.0,9.0,2.0,3.0,387.0,50.0,9.0,36.0,165.6664902057192,86.0,0.0,3.0,0.0,0.0,0.0,26.0,0.0
13.0,8.0,3.0,4.0,119.0,40.0,8.0,38.0,285.161085353862,84.0,0.0,0.0,1.0,0.0,1.0,26.0,25.0
26.0,5.0,3.0,4.0,299.0,21.0,13.0,32.0,250.42853672200624,92.0,0.0,2.0,1.0,0.0,1.0,19.0,8.0
25.0,8.0,3.0,2.0,188.0,29.0,6.0,31.0,270.73289317286253,88.0,0.0,2.0,0.0,0.0,0.0,23.0,8.0
26.0,1.0,2.0,2.0,249.0,41.0,19.0,40.0,231.40295446682583,99.0,0.0,0.0,1.0,0.0,0.0,25.0,9.0
7.0,8.0,5.0,4.0,271.0,16.0,3.0,37.0,268.4420596078334,88.0,0.0,0.0,1.0,0.0,0.0,30.0,5.0
26.0,2.0,2.0,2.0,255.0,37.0,14.0,49.0,241.7152140895456,98.0,0.0,1.0,0.0,0.0,0.0,20.0,1.0
17.0,1.0,2.0,2.0,412.0,28.0,9.0,44.0,298.1370241086146,89.0,0.0,3.0,1.0,0.0,0.0,32.0,2.0
11.0,1.0,3.0,2.0,226.0,27.0,14.0,28.0,270.81537238554773,81.0,0.0,1.0,0.0,0.0,0.0,26.0,4.0
19.0,2.0,6.0,1.0,122.0,34.0,11.0,42.0,224.4272244842316,94.0,0.0,2.0,1.0,0.0,5.0,26.0,1.0
19.0,3.0,3.0,3.0,311.0,40.0,10.0,35.0,285.23558458400595,88.0,0.0,1.0,1.0,1.0,1.0,32.0,1.0
14.0,12.0,5.0,2.0,230.0,45.0,14.0,32.0,292.08305934503386,90.0,0.0,2.0,0.0,0.0,0.0,20.0,7.0
12.0,10.0,4.0,3.0,287.0,19.0,16.0,28.0,296.3838706357944,89.0,0.0,2.0,0.0,0.0,0.0,28.0,2.0
11.0,8.0,3.0,4.0,292.0,30.0,8.0,40.0,271.3245332915897,84.0,0.0,1.0,0.0,0.0,8.0,28.0,14.0
7.0,6.0,5.0,3.0,224.0,11.0,6.0,39.0,344.7873411371122,87.0,0.0,2.0,1.0,0.0,0.0,26.0,7.0
21.0,11.0,2.0,2.0,189.0,34.0,21.0,36.0,252.5873297321196,81.0,0.0,2.0,0.0,0.0,0.0,26.0,2.0
21.0,4.0,4.0,2.0,219.0,29.0,18.0,41.0,208.71491561375865,91.0,0.0,3.0,1.0,0.0,0.0,28.0,6.0
26.0,4.0,2.0,1.0,304.0,27.0,12.0,44.0,326.8138378110731,97.0,0.0,1.0,0.0,0.0,0.0,26.0,6.0
16.0,12.0,2.0,2.0,294.0,33.0,8.0,38.0,211.8514918938576,84.0,0.0,2.0,1.0,1.0,1.0,33.0,3.0
26.0,12.0,2.0,2.0,194.0,21.0,14.0,43.0,274.12005859694835,92.0,0.0,0.0,0.0,0.0,2.0,17.0,1.0
